date_key,full_date,day_of_week,day_of_month,month,month_name,quarter,year,is_weekend
20260620,2026-06-20,6,20,6,June,2,2026,true
20260621,2026-06-21,7,21,6,June,2,2026,true
20260622,2026-06-22,1,22,6,June,2,2026,false
20260623,2026-06-23,2,23,6,June,2,2026,false
20260624,2026-06-24,3,24,6,June,2,2026,false
20260625,2026-06-25,4,25,6,June,2,2026,false
20260626,2026-06-26,5,26,6,June,2,2026,false
20260627,2026-06-27,6,27,6,June,2,2026,true
20260628,2026-06-28,7,28,6,June,2,2026,true
20260629,2026-06-29,1,29,6,June,2,2026,false
20260630,2026-06-30,2,30,6,June,2,2026,false
20260701,2026-07-01,3,1,7,July,3,2026,false
20260702,2026-07-02,4,2,7,July,3,2026,false
20260703,2026-07-03,5,3,7,July,3,2026,false
20260704,2026-07-04,6,4,7,July,3,2026,true
20260705,2026-07-05,7,5,7,July,3,2026,true
20260706,2026-07-06,1,6,7,July,3,2026,false
20260707,2026-07-07,2,7,7,July,3,2026,false
20260708,2026-07-08,3,8,7,July,3,2026,false
20260709,2026-07-09,4,9,7,July,3,2026,false
20260710,2026-07-10,5,10,7,July,3,2026,false
20260711,2026-07-11,6,11,7,July,3,2026,true
20260712,2026-07-12,7,12,7,July,3,2026,true
20260713,2026-07-13,1,13,7,July,3,2026,false
20260714,2026-07-14,2,14,7,July,3,2026,false
20260715,2026-07-15,3,15,7,July,3,2026,false
20260716,2026-07-16,4,16,7,July,3,2026,false
20260717,2026-07-17,5,17,7,July,3,2026,false
20260718,2026-07-18,6,18,7,July,3,2026,true
20260719,2026-07-19,7,19,7,July,3,2026,true
20260720,2026-07-20,1,20,7,July,3,2026,false
20260721,2026-07-21,2,21,7,July,3,2026,false
20260722,2026-07-22,3,22,7,July,3,2026,false
20260723,2026-07-23,4,23,7,July,3,2026,false
20260724,2026-07-24,5,24,7,July,3,2026,false
20260725,2026-07-25,6,25,7,July,3,2026,true
20260726,2026-07-26,7,26,7,July,3,2026,true
20260727,2026-07-27,1,27,7,July,3,2026,false
20260728,2026-07-28,2,28,7,July,3,2026,false
20260729,2026-07-29,3,29,7,July,3,2026,false
20260730,2026-07-30,4,30,7,July,3,2026,false
20260731,2026-07-31,5,31,7,July,3,2026,false
20260801,2026-08-01,6,1,8,August,3,2026,true
20260802,2026-08-02,7,2,8,August,3,2026,true
20260803,2026-08-03,1,3,8,August,3,2026,false
20260804,2026-08-04,2,4,8,August,3,2026,false
20260805,2026-08-05,3,5,8,August,3,2026,false
20260806,2026-08-06,4,6,8,August,3,2026,false
20260807,2026-08-07,5,7,8,August,3,2026,false
20260808,2026-08-08,6,8,8,August,3,2026,true
20260809,2026-08-09,7,9,8,August,3,2026,true
20260810,2026-08-10,1,10,8,August,3,2026,false
20260811,2026-08-11,2,11,8,August,3,2026,false
20260812,2026-08-12,3,12,8,August,3,2026,false
20260813,2026-08-13,4,13,8,August,3,2026,false
20260814,2026-08-14,5,14,8,August,3,2026,false
20260815,2026-08-15,6,15,8,August,3,2026,true
20260816,2026-08-16,7,16,8,August,3,2026,true
20260817,2026-08-17,1,17,8,August,3,2026,false
20260818,2026-08-18,2,18,8,August,3,2026,false
20260819,2026-08-19,3,19,8,August,3,2026,false
20260820,2026-08-20,4,20,8,August,3,2026,false
20260821,2026-08-21,5,21,8,August,3,2026,false
20260822,2026-08-22,6,22,8,August,3,2026,true
20260823,2026-08-23,7,23,8,August,3,2026,true
20260824,2026-08-24,1,24,8,August,3,2026,false
20260825,2026-08-25,2,25,8,August,3,2026,false
20260826,2026-08-26,3,26,8,August,3,2026,false
20260827,2026-08-27,4,27,8,August,3,2026,false
20260828,2026-08-28,5,28,8,August,3,2026,false
20260829,2026-08-29,6,29,8,August,3,2026,true
20260830,2026-08-30,7,30,8,August,3,2026,true
20260831,2026-08-31,1,31,8,August,3,2026,false
20260901,2026-09-01,2,1,9,September,3,2026,false
20260902,2026-09-02,3,2,9,September,3,2026,false
20260903,2026-09-03,4,3,9,September,3,2026,false
20260904,2026-09-04,5,4,9,September,3,2026,false
20260905,2026-09-05,6,5,9,September,3,2026,true
20260906,2026-09-06,7,6,9,September,3,2026,true
20260907,2026-09-07,1,7,9,September,3,2026,false
20260908,2026-09-08,2,8,9,September,3,2026,false
20260909,2026-09-09,3,9,9,September,3,2026,false
20260910,2026-09-10,4,10,9,September,3,2026,false
20260911,2026-09-11,5,11,9,September,3,2026,false
20260912,2026-09-12,6,12,9,September,3,2026,true
20260913,2026-09-13,7,13,9,September,3,2026,true
20260914,2026-09-14,1,14,9,September,3,2026,false
20260915,2026-09-15,2,15,9,September,3,2026,false
20260916,2026-09-16,3,16,9,September,3,2026,false
20260917,2026-09-17,4,17,9,September,3,2026,false
20260918,2026-09-18,5,18,9,September,3,2026,false
20260919,2026-09-19,6,19,9,September,3,2026,true
20260920,2026-09-20,7,20,9,September,3,2026,true
20260921,2026-09-21,1,21,9,September,3,2026,false
20260922,2026-09-22,2,22,9,September,3,2026,false
20260923,2026-09-23,3,23,9,September,3,2026,false
20260924,2026-09-24,4,24,9,September,3,2026,false
20260925,2026-09-25,5,25,9,September,3,2026,false
20260926,2026-09-26,6,26,9,September,3,2026,true
20260927,2026-09-27,7,27,9,September,3,2026,true
20260928,2026-09-28,1,28,9,September,3,2026,false
20260929,2026-09-29,2,29,9,September,3,2026,false
20260930,2026-09-30,3,30,9,September,3,2026,false
20261001,2026-10-01,4,1,10,October,4,2026,false
20261002,2026-10-02,5,2,10,October,4,2026,false
20261003,2026-10-03,6,3,10,October,4,2026,true
20261004,2026-10-04,7,4,10,October,4,2026,true
20261005,2026-10-05,1,5,10,October,4,2026,false
20261006,2026-10-06,2,6,10,October,4,2026,false
20261007,2026-10-07,3,7,10,October,4,2026,false
20261008,2026-10-08,4,8,10,October,4,2026,false
20261009,2026-10-09,5,9,10,October,4,2026,false
20261010,2026-10-10,6,10,10,October,4,2026,true
20261011,2026-10-11,7,11,10,October,4,2026,true
20261012,2026-10-12,1,12,10,October,4,2026,false
20261013,2026-10-13,2,13,10,October,4,2026,false
20261014,2026-10-14,3,14,10,October,4,2026,false
20261015,2026-10-15,4,15,10,October,4,2026,false
20261016,2026-10-16,5,16,10,October,4,2026,false
20261017,2026-10-17,6,17,10,October,4,2026,true
20261018,2026-10-18,7,18,10,October,4,2026,true
20261019,2026-10-19,1,19,10,October,4,2026,false
20261020,2026-10-20,2,20,10,October,4,2026,false
20261021,2026-10-21,3,21,10,October,4,2026,false
20261022,2026-10-22,4,22,10,October,4,2026,false
20261023,2026-10-23,5,23,10,October,4,2026,false
20261024,2026-10-24,6,24,10,October,4,2026,true
20261025,2026-10-25,7,25,10,October,4,2026,true
20261026,2026-10-26,1,26,10,October,4,2026,false
20261027,2026-10-27,2,27,10,October,4,2026,false
20261028,2026-10-28,3,28,10,October,4,2026,false
20261029,2026-10-29,4,29,10,October,4,2026,false
20261030,2026-10-30,5,30,10,October,4,2026,false
20261031,2026-10-31,6,31,10,October,4,2026,true
20261101,2026-11-01,7,1,11,November,4,2026,true
20261102,2026-11-02,1,2,11,November,4,2026,false
20261103,2026-11-03,2,3,11,November,4,2026,false
20261104,2026-11-04,3,4,11,November,4,2026,false
20261105,2026-11-05,4,5,11,November,4,2026,false
20261106,2026-11-06,5,6,11,November,4,2026,false
20261107,2026-11-07,6,7,11,November,4,2026,true
20261108,2026-11-08,7,8,11,November,4,2026,true
20261109,2026-11-09,1,9,11,November,4,2026,false
20261110,2026-11-10,2,10,11,November,4,2026,false
20261111,2026-11-11,3,11,11,November,4,2026,false
20261112,2026-11-12,4,12,11,November,4,2026,false
20261113,2026-11-13,5,13,11,November,4,2026,false
20261114,2026-11-14,6,14,11,November,4,2026,true
20261115,2026-11-15,7,15,11,November,4,2026,true
20261116,2026-11-16,1,16,11,November,4,2026,false
20261117,2026-11-17,2,17,11,November,4,2026,false
20261118,2026-11-18,3,18,11,November,4,2026,false
20261119,2026-11-19,4,19,11,November,4,2026,false
20261120,2026-11-20,5,20,11,November,4,2026,false
20261121,2026-11-21,6,21,11,November,4,2026,true
20261122,2026-11-22,7,22,11,November,4,2026,true
20261123,2026-11-23,1,23,11,November,4,2026,false
20261124,2026-11-24,2,24,11,November,4,2026,false
20261125,2026-11-25,3,25,11,November,4,2026,false
20261126,2026-11-26,4,26,11,November,4,2026,false
20261127,2026-11-27,5,27,11,November,4,2026,false
20261128,2026-11-28,6,28,11,November,4,2026,true
20261129,2026-11-29,7,29,11,November,4,2026,true
20261130,2026-11-30,1,30,11,November,4,2026,false
20261201,2026-12-01,2,1,12,December,4,2026,false
20261202,2026-12-02,3,2,12,December,4,2026,false
20261203,2026-12-03,4,3,12,December,4,2026,false
20261204,2026-12-04,5,4,12,December,4,2026,false
20261205,2026-12-05,6,5,12,December,4,2026,true
20261206,2026-12-06,7,6,12,December,4,2026,true
20261207,2026-12-07,1,7,12,December,4,2026,false
20261208,2026-12-08,2,8,12,December,4,2026,false
20261209,2026-12-09,3,9,12,December,4,2026,false
20261210,2026-12-10,4,10,12,December,4,2026,false
20261211,2026-12-11,5,11,12,December,4,2026,false
20261212,2026-12-12,6,12,12,December,4,2026,true
20261213,2026-12-13,7,13,12,December,4,2026,true
20261214,2026-12-14,1,14,12,December,4,2026,false
20261215,2026-12-15,2,15,12,December,4,2026,false
20261216,2026-12-16,3,16,12,December,4,2026,false
20261217,2026-12-17,4,17,12,December,4,2026,false
20261218,2026-12-18,5,18,12,December,4,2026,false
20261219,2026-12-19,6,19,12,December,4,2026,true
20261220,2026-12-20,7,20,12,December,4,2026,true
20261221,2026-12-21,1,21,12,December,4,2026,false
20261222,2026-12-22,2,22,12,December,4,2026,false
20261223,2026-12-23,3,23,12,December,4,2026,false
20261224,2026-12-24,4,24,12,December,4,2026,false
20261225,2026-12-25,5,25,12,December,4,2026,false
20261226,2026-12-26,6,26,12,December,4,2026,true
20261227,2026-12-27,7,27,12,December,4,2026,true
20261228,2026-12-28,1,28,12,December,4,2026,false
20261229,2026-12-29,2,29,12,December,4,2026,false
20261230,2026-12-30,3,30,12,December,4,2026,false
20261231,2026-12-31,4,31,12,December,4,2026,false
20270101,2027-01-01,5,1,1,January,1,2027,false
20270102,2027-01-02,6,2,1,January,1,2027,true
20270103,2027-01-03,7,3,1,January,1,2027,true
20270104,2027-01-04,1,4,1,January,1,2027,false
20270105,2027-01-05,2,5,1,January,1,2027,false
20270106,2027-01-06,3,6,1,January,1,2027,false
20270107,2027-01-07,4,7,1,January,1,2027,false
20270108,2027-01-08,5,8,1,January,1,2027,false
20270109,2027-01-09,6,9,1,January,1,2027,true
20270110,2027-01-10,7,10,1,January,1,2027,true
20270111,2027-01-11,1,11,1,January,1,2027,false
20270112,2027-01-12,2,12,1,January,1,2027,false
20270113,2027-01-13,3,13,1,January,1,2027,false
20270114,2027-01-14,4,14,1,January,1,2027,false
20270115,2027-01-15,5,15,1,January,1,2027,false
20270116,2027-01-16,6,16,1,January,1,2027,true
20270117,2027-01-17,7,17,1,January,1,2027,true
20270118,2027-01-18,1,18,1,January,1,2027,false
20270119,2027-01-19,2,19,1,January,1,2027,false
20270120,2027-01-20,3,20,1,January,1,2027,false
20270121,2027-01-21,4,21,1,January,1,2027,false
20270122,2027-01-22,5,22,1,January,1,2027,false
20270123,2027-01-23,6,23,1,January,1,2027,true
20270124,2027-01-24,7,24,1,January,1,2027,true
20270125,2027-01-25,1,25,1,January,1,2027,false
20270126,2027-01-26,2,26,1,January,1,2027,false
20270127,2027-01-27,3,27,1,January,1,2027,false
20270128,2027-01-28,4,28,1,January,1,2027,false
20270129,2027-01-29,5,29,1,January,1,2027,false
20270130,2027-01-30,6,30,1,January,1,2027,true
20270131,2027-01-31,7,31,1,January,1,2027,true
20270201,2027-02-01,1,1,2,February,1,2027,false
20270202,2027-02-02,2,2,2,February,1,2027,false
20270203,2027-02-03,3,3,2,February,1,2027,false
20270204,2027-02-04,4,4,2,February,1,2027,false
20270205,2027-02-05,5,5,2,February,1,2027,false
20270206,2027-02-06,6,6,2,February,1,2027,true
20270207,2027-02-07,7,7,2,February,1,2027,true
20270208,2027-02-08,1,8,2,February,1,2027,false
20270209,2027-02-09,2,9,2,February,1,2027,false
20270210,2027-02-10,3,10,2,February,1,2027,false
20270211,2027-02-11,4,11,2,February,1,2027,false
20270212,2027-02-12,5,12,2,February,1,2027,false
20270213,2027-02-13,6,13,2,February,1,2027,true
20270214,2027-02-14,7,14,2,February,1,2027,true
20270215,2027-02-15,1,15,2,February,1,2027,false
20270216,2027-02-16,2,16,2,February,1,2027,false
20270217,2027-02-17,3,17,2,February,1,2027,false
20270218,2027-02-18,4,18,2,February,1,2027,false
20270219,2027-02-19,5,19,2,February,1,2027,false
20270220,2027-02-20,6,20,2,February,1,2027,true
20270221,2027-02-21,7,21,2,February,1,2027,true
20270222,2027-02-22,1,22,2,February,1,2027,false
20270223,2027-02-23,2,23,2,February,1,2027,false
20270224,2027-02-24,3,24,2,February,1,2027,false
20270225,2027-02-25,4,25,2,February,1,2027,false
20270226,2027-02-26,5,26,2,February,1,2027,false
20270227,2027-02-27,6,27,2,February,1,2027,true
20270228,2027-02-28,7,28,2,February,1,2027,true
20270301,2027-03-01,1,1,3,March,1,2027,false
20270302,2027-03-02,2,2,3,March,1,2027,false
20270303,2027-03-03,3,3,3,March,1,2027,false
20270304,2027-03-04,4,4,3,March,1,2027,false
20270305,2027-03-05,5,5,3,March,1,2027,false
20270306,2027-03-06,6,6,3,March,1,2027,true
20270307,2027-03-07,7,7,3,March,1,2027,true
20270308,2027-03-08,1,8,3,March,1,2027,false
20270309,2027-03-09,2,9,3,March,1,2027,false
20270310,2027-03-10,3,10,3,March,1,2027,false
20270311,2027-03-11,4,11,3,March,1,2027,false
20270312,2027-03-12,5,12,3,March,1,2027,false
20270313,2027-03-13,6,13,3,March,1,2027,true
20270314,2027-03-14,7,14,3,March,1,2027,true
20270315,2027-03-15,1,15,3,March,1,2027,false
20270316,2027-03-16,2,16,3,March,1,2027,false
20270317,2027-03-17,3,17,3,March,1,2027,false
20270318,2027-03-18,4,18,3,March,1,2027,false
20270319,2027-03-19,5,19,3,March,1,2027,false
20270320,2027-03-20,6,20,3,March,1,2027,true
20270321,2027-03-21,7,21,3,March,1,2027,true
20270322,2027-03-22,1,22,3,March,1,2027,false
20270323,2027-03-23,2,23,3,March,1,2027,false
20270324,2027-03-24,3,24,3,March,1,2027,false
20270325,2027-03-25,4,25,3,March,1,2027,false
20270326,2027-03-26,5,26,3,March,1,2027,false
20270327,2027-03-27,6,27,3,March,1,2027,true
20270328,2027-03-28,7,28,3,March,1,2027,true
20270329,2027-03-29,1,29,3,March,1,2027,false
20270330,2027-03-30,2,30,3,March,1,2027,false
20270331,2027-03-31,3,31,3,March,1,2027,false
20270401,2027-04-01,4,1,4,April,2,2027,false
20270402,2027-04-02,5,2,4,April,2,2027,false
20270403,2027-04-03,6,3,4,April,2,2027,true
20270404,2027-04-04,7,4,4,April,2,2027,true
20270405,2027-04-05,1,5,4,April,2,2027,false
20270406,2027-04-06,2,6,4,April,2,2027,false
20270407,2027-04-07,3,7,4,April,2,2027,false
20270408,2027-04-08,4,8,4,April,2,2027,false
20270409,2027-04-09,5,9,4,April,2,2027,false
20270410,2027-04-10,6,10,4,April,2,2027,true
20270411,2027-04-11,7,11,4,April,2,2027,true
20270412,2027-04-12,1,12,4,April,2,2027,false
20270413,2027-04-13,2,13,4,April,2,2027,false
20270414,2027-04-14,3,14,4,April,2,2027,false
20270415,2027-04-15,4,15,4,April,2,2027,false
20270416,2027-04-16,5,16,4,April,2,2027,false
20270417,2027-04-17,6,17,4,April,2,2027,true
20270418,2027-04-18,7,18,4,April,2,2027,true
20270419,2027-04-19,1,19,4,April,2,2027,false
20270420,2027-04-20,2,20,4,April,2,2027,false
20270421,2027-04-21,3,21,4,April,2,2027,false
20270422,2027-04-22,4,22,4,April,2,2027,false
20270423,2027-04-23,5,23,4,April,2,2027,false
20270424,2027-04-24,6,24,4,April,2,2027,true
20270425,2027-04-25,7,25,4,April,2,2027,true
20270426,2027-04-26,1,26,4,April,2,2027,false
20270427,2027-04-27,2,27,4,April,2,2027,false
20270428,2027-04-28,3,28,4,April,2,2027,false
20270429,2027-04-29,4,29,4,April,2,2027,false
20270430,2027-04-30,5,30,4,April,2,2027,false
20270501,2027-05-01,6,1,5,May,2,2027,true
20270502,2027-05-02,7,2,5,May,2,2027,true
20270503,2027-05-03,1,3,5,May,2,2027,false
20270504,2027-05-04,2,4,5,May,2,2027,false
20270505,2027-05-05,3,5,5,May,2,2027,false
20270506,2027-05-06,4,6,5,May,2,2027,false
20270507,2027-05-07,5,7,5,May,2,2027,false
20270508,2027-05-08,6,8,5,May,2,2027,true
20270509,2027-05-09,7,9,5,May,2,2027,true
20270510,2027-05-10,1,10,5,May,2,2027,false
20270511,2027-05-11,2,11,5,May,2,2027,false
20270512,2027-05-12,3,12,5,May,2,2027,false
20270513,2027-05-13,4,13,5,May,2,2027,false
20270514,2027-05-14,5,14,5,May,2,2027,false
20270515,2027-05-15,6,15,5,May,2,2027,true
20270516,2027-05-16,7,16,5,May,2,2027,true
20270517,2027-05-17,1,17,5,May,2,2027,false
20270518,2027-05-18,2,18,5,May,2,2027,false
20270519,2027-05-19,3,19,5,May,2,2027,false
20270520,2027-05-20,4,20,5,May,2,2027,false
20270521,2027-05-21,5,21,5,May,2,2027,false
20270522,2027-05-22,6,22,5,May,2,2027,true
20270523,2027-05-23,7,23,5,May,2,2027,true
20270524,2027-05-24,1,24,5,May,2,2027,false
20270525,2027-05-25,2,25,5,May,2,2027,false
20270526,2027-05-26,3,26,5,May,2,2027,false
20270527,2027-05-27,4,27,5,May,2,2027,false
20270528,2027-05-28,5,28,5,May,2,2027,false
20270529,2027-05-29,6,29,5,May,2,2027,true
20270530,2027-05-30,7,30,5,May,2,2027,true
20270531,2027-05-31,1,31,5,May,2,2027,false
20270601,2027-06-01,2,1,6,June,2,2027,false
20270602,2027-06-02,3,2,6,June,2,2027,false
20270603,2027-06-03,4,3,6,June,2,2027,false
20270604,2027-06-04,5,4,6,June,2,2027,false
20270605,2027-06-05,6,5,6,June,2,2027,true
20270606,2027-06-06,7,6,6,June,2,2027,true
20270607,2027-06-07,1,7,6,June,2,2027,false
20270608,2027-06-08,2,8,6,June,2,2027,false
20270609,2027-06-09,3,9,6,June,2,2027,false
20270610,2027-06-10,4,10,6,June,2,2027,false
20270611,2027-06-11,5,11,6,June,2,2027,false
20270612,2027-06-12,6,12,6,June,2,2027,true
20270613,2027-06-13,7,13,6,June,2,2027,true
20270614,2027-06-14,1,14,6,June,2,2027,false
20270615,2027-06-15,2,15,6,June,2,2027,false
20270616,2027-06-16,3,16,6,June,2,2027,false
20270617,2027-06-17,4,17,6,June,2,2027,false
20270618,2027-06-18,5,18,6,June,2,2027,false
20270619,2027-06-19,6,19,6,June,2,2027,true
20270620,2027-06-20,7,20,6,June,2,2027,true
20270621,2027-06-21,1,21,6,June,2,2027,false
20270622,2027-06-22,2,22,6,June,2,2027,false
20270623,2027-06-23,3,23,6,June,2,2027,false
20270624,2027-06-24,4,24,6,June,2,2027,false
20270625,2027-06-25,5,25,6,June,2,2027,false
20270626,2027-06-26,6,26,6,June,2,2027,true
20270627,2027-06-27,7,27,6,June,2,2027,true
20270628,2027-06-28,1,28,6,June,2,2027,false
20270629,2027-06-29,2,29,6,June,2,2027,false
20270630,2027-06-30,3,30,6,June,2,2027,false
20270701,2027-07-01,4,1,7,July,3,2027,false
20270702,2027-07-02,5,2,7,July,3,2027,false
20270703,2027-07-03,6,3,7,July,3,2027,true
20270704,2027-07-04,7,4,7,July,3,2027,true
20270705,2027-07-05,1,5,7,July,3,2027,false
20270706,2027-07-06,2,6,7,July,3,2027,false
20270707,2027-07-07,3,7,7,July,3,2027,false
20270708,2027-07-08,4,8,7,July,3,2027,false
20270709,2027-07-09,5,9,7,July,3,2027,false
20270710,2027-07-10,6,10,7,July,3,2027,true
20270711,2027-07-11,7,11,7,July,3,2027,true
20270712,2027-07-12,1,12,7,July,3,2027,false
20270713,2027-07-13,2,13,7,July,3,2027,false
20270714,2027-07-14,3,14,7,July,3,2027,false
20270715,2027-07-15,4,15,7,July,3,2027,false
20270716,2027-07-16,5,16,7,July,3,2027,false
20270717,2027-07-17,6,17,7,July,3,2027,true
20270718,2027-07-18,7,18,7,July,3,2027,true
20270719,2027-07-19,1,19,7,July,3,2027,false
20270720,2027-07-20,2,20,7,July,3,2027,false
20270721,2027-07-21,3,21,7,July,3,2027,false
20270722,2027-07-22,4,22,7,July,3,2027,false
20270723,2027-07-23,5,23,7,July,3,2027,false
20270724,2027-07-24,6,24,7,July,3,2027,true
20270725,2027-07-25,7,25,7,July,3,2027,true
20270726,2027-07-26,1,26,7,July,3,2027,false
20270727,2027-07-27,2,27,7,July,3,2027,false
20270728,2027-07-28,3,28,7,July,3,2027,false
20270729,2027-07-29,4,29,7,July,3,2027,false
20270730,2027-07-30,5,30,7,July,3,2027,false
20270731,2027-07-31,6,31,7,July,3,2027,true
20270801,2027-08-01,7,1,8,August,3,2027,true
20270802,2027-08-02,1,2,8,August,3,2027,false
20270803,2027-08-03,2,3,8,August,3,2027,false
20270804,2027-08-04,3,4,8,August,3,2027,false
20270805,2027-08-05,4,5,8,August,3,2027,false
20270806,2027-08-06,5,6,8,August,3,2027,false
20270807,2027-08-07,6,7,8,August,3,2027,true
20270808,2027-08-08,7,8,8,August,3,2027,true
20270809,2027-08-09,1,9,8,August,3,2027,false
20270810,2027-08-10,2,10,8,August,3,2027,false
20270811,2027-08-11,3,11,8,August,3,2027,false
20270812,2027-08-12,4,12,8,August,3,2027,false
20270813,2027-08-13,5,13,8,August,3,2027,false
20270814,2027-08-14,6,14,8,August,3,2027,true
20270815,2027-08-15,7,15,8,August,3,2027,true
20270816,2027-08-16,1,16,8,August,3,2027,false
20270817,2027-08-17,2,17,8,August,3,2027,false
20270818,2027-08-18,3,18,8,August,3,2027,false
20270819,2027-08-19,4,19,8,August,3,2027,false
20270820,2027-08-20,5,20,8,August,3,2027,false
20270821,2027-08-21,6,21,8,August,3,2027,true
20270822,2027-08-22,7,22,8,August,3,2027,true
20270823,2027-08-23,1,23,8,August,3,2027,false
20270824,2027-08-24,2,24,8,August,3,2027,false
20270825,2027-08-25,3,25,8,August,3,2027,false
20270826,2027-08-26,4,26,8,August,3,2027,false
20270827,2027-08-27,5,27,8,August,3,2027,false
20270828,2027-08-28,6,28,8,August,3,2027,true
20270829,2027-08-29,7,29,8,August,3,2027,true
20270830,2027-08-30,1,30,8,August,3,2027,false
20270831,2027-08-31,2,31,8,August,3,2027,false
20270901,2027-09-01,3,1,9,September,3,2027,false
20270902,2027-09-02,4,2,9,September,3,2027,false
20270903,2027-09-03,5,3,9,September,3,2027,false
20270904,2027-09-04,6,4,9,September,3,2027,true
20270905,2027-09-05,7,5,9,September,3,2027,true
20270906,2027-09-06,1,6,9,September,3,2027,false
20270907,2027-09-07,2,7,9,September,3,2027,false
20270908,2027-09-08,3,8,9,September,3,2027,false
20270909,2027-09-09,4,9,9,September,3,2027,false
20270910,2027-09-10,5,10,9,September,3,2027,false
20270911,2027-09-11,6,11,9,September,3,2027,true
20270912,2027-09-12,7,12,9,September,3,2027,true
20270913,2027-09-13,1,13,9,September,3,2027,false
20270914,2027-09-14,2,14,9,September,3,2027,false
20270915,2027-09-15,3,15,9,September,3,2027,false
20270916,2027-09-16,4,16,9,September,3,2027,false
20270917,2027-09-17,5,17,9,September,3,2027,false
20270918,2027-09-18,6,18,9,September,3,2027,true
20270919,2027-09-19,7,19,9,September,3,2027,true
20270920,2027-09-20,1,20,9,September,3,2027,false
20270921,2027-09-21,2,21,9,September,3,2027,false
20270922,2027-09-22,3,22,9,September,3,2027,false
20270923,2027-09-23,4,23,9,September,3,2027,false
20270924,2027-09-24,5,24,9,September,3,2027,false
20270925,2027-09-25,6,25,9,September,3,2027,true
20270926,2027-09-26,7,26,9,September,3,2027,true
20270927,2027-09-27,1,27,9,September,3,2027,false
20270928,2027-09-28,2,28,9,September,3,2027,false
20270929,2027-09-29,3,29,9,September,3,2027,false
20270930,2027-09-30,4,30,9,September,3,2027,false
20271001,2027-10-01,5,1,10,October,4,2027,false
20271002,2027-10-02,6,2,10,October,4,2027,true
20271003,2027-10-03,7,3,10,October,4,2027,true
20271004,2027-10-04,1,4,10,October,4,2027,false
20271005,2027-10-05,2,5,10,October,4,2027,false
20271006,2027-10-06,3,6,10,October,4,2027,false
20271007,2027-10-07,4,7,10,October,4,2027,false
20271008,2027-10-08,5,8,10,October,4,2027,false
20271009,2027-10-09,6,9,10,October,4,2027,true
20271010,2027-10-10,7,10,10,October,4,2027,true
20271011,2027-10-11,1,11,10,October,4,2027,false
20271012,2027-10-12,2,12,10,October,4,2027,false
20271013,2027-10-13,3,13,10,October,4,2027,false
20271014,2027-10-14,4,14,10,October,4,2027,false
20271015,2027-10-15,5,15,10,October,4,2027,false
20271016,2027-10-16,6,16,10,October,4,2027,true
20271017,2027-10-17,7,17,10,October,4,2027,true
20271018,2027-10-18,1,18,10,October,4,2027,false
20271019,2027-10-19,2,19,10,October,4,2027,false
20271020,2027-10-20,3,20,10,October,4,2027,false
20271021,2027-10-21,4,21,10,October,4,2027,false
20271022,2027-10-22,5,22,10,October,4,2027,false
20271023,2027-10-23,6,23,10,October,4,2027,true
20271024,2027-10-24,7,24,10,October,4,2027,true
20271025,2027-10-25,1,25,10,October,4,2027,false
20271026,2027-10-26,2,26,10,October,4,2027,false
20271027,2027-10-27,3,27,10,October,4,2027,false
20271028,2027-10-28,4,28,10,October,4,2027,false
20271029,2027-10-29,5,29,10,October,4,2027,false
20271030,2027-10-30,6,30,10,October,4,2027,true
20271031,2027-10-31,7,31,10,October,4,2027,true
20271101,2027-11-01,1,1,11,November,4,2027,false
20271102,2027-11-02,2,2,11,November,4,2027,false
20271103,2027-11-03,3,3,11,November,4,2027,false
20271104,2027-11-04,4,4,11,November,4,2027,false
20271105,2027-11-05,5,5,11,November,4,2027,false
20271106,2027-11-06,6,6,11,November,4,2027,true
20271107,2027-11-07,7,7,11,November,4,2027,true
20271108,2027-11-08,1,8,11,November,4,2027,false
20271109,2027-11-09,2,9,11,November,4,2027,false
20271110,2027-11-10,3,10,11,November,4,2027,false
20271111,2027-11-11,4,11,11,November,4,2027,false
20271112,2027-11-12,5,12,11,November,4,2027,false
20271113,2027-11-13,6,13,11,November,4,2027,true
20271114,2027-11-14,7,14,11,November,4,2027,true
20271115,2027-11-15,1,15,11,November,4,2027,false
20271116,2027-11-16,2,16,11,November,4,2027,false
20271117,2027-11-17,3,17,11,November,4,2027,false
20271118,2027-11-18,4,18,11,November,4,2027,false
20271119,2027-11-19,5,19,11,November,4,2027,false
20271120,2027-11-20,6,20,11,November,4,2027,true
20271121,2027-11-21,7,21,11,November,4,2027,true
20271122,2027-11-22,1,22,11,November,4,2027,false
20271123,2027-11-23,2,23,11,November,4,2027,false
20271124,2027-11-24,3,24,11,November,4,2027,false
20271125,2027-11-25,4,25,11,November,4,2027,false
20271126,2027-11-26,5,26,11,November,4,2027,false
20271127,2027-11-27,6,27,11,November,4,2027,true
20271128,2027-11-28,7,28,11,November,4,2027,true
20271129,2027-11-29,1,29,11,November,4,2027,false
20271130,2027-11-30,2,30,11,November,4,2027,false
20271201,2027-12-01,3,1,12,December,4,2027,false
20271202,2027-12-02,4,2,12,December,4,2027,false
20271203,2027-12-03,5,3,12,December,4,2027,false
20271204,2027-12-04,6,4,12,December,4,2027,true
20271205,2027-12-05,7,5,12,December,4,2027,true
20271206,2027-12-06,1,6,12,December,4,2027,false
20271207,2027-12-07,2,7,12,December,4,2027,false
20271208,2027-12-08,3,8,12,December,4,2027,false
